isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780806520155,0806520159,The Parrot Head Companion,Thomas Ryan,Music,http://books.google.com/books/content?id=O2IGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A complete study of Jimmy Buffett delves into the life of the well-known musician and author, while examining the subculture created by his devoted fans and followers. Original. 30,000 first printing.",1998.0,2.83,176.0,6.0,The Parrot Head Companion: An Insider's Guide to Jimmy Buffett,"9780806520155 A complete study of Jimmy Buffett delves into the life of the well-known musician and author, while examining the subculture created by his devoted fans and followers. Original. 30,000 first printing.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9368456602096558,0.11169019341468811,0.348772257566452
9780806521688,0806521686,The Minority Report,Philip K. Dick,Fiction,http://books.google.com/books/content?id=qHmIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a future world, scientists predict criminal behavior before it happens and pre-criminals are arrested before they break any laws. Precedes the 2000 motion picture release directed by Steven Spielberg and starring Tom Cruise.",1999.0,4.19,396.0,20.0,The Minority Report,"9780806521688 In a future world, scientists predict criminal behavior before it happens and pre-criminals are arrested before they break any laws. Precedes the 2000 motion picture release directed by Steven Spielberg and starring Tom Cruise.",Fiction,0.0864790827035904,0.10400673747062683,0.2199883759021759,0.1939542293548584,0.617909848690033,0.11169019341468811,0.1301214098930359
9780807066812,0807066818,Art and Culture,Clement Greenberg,Art,http://books.google.com/books/content?id=lFMkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Culture - Art in Paris - Abstract, Representational art - New Sculpture - Modernist Sculpture - Byzantine parallels - Modernist painting - Art in the United States - Literature.",1961.0,3.92,288.0,442.0,Art and Culture: Critical Essays,"9780807066812 Culture - Art in Paris - Abstract, Representational art - New Sculpture - Modernist Sculpture - Byzantine parallels - Modernist painting - Art in the United States - Literature.",Nonfiction,0.0739705041050911,0.10400673747062683,0.10348143428564072,0.09912964701652527,0.549476683139801,0.11169019341468811,0.13780838251113892
9780807612743,080761274X,A Persian requiem,Sīmīn Dānishvar,Fiction,http://books.google.com/books/content?id=yTYmAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chronicles the life of Zari, the wife of a feudal landlord, as she attempts to preserve her family amidst the turbulence of the British occupation of southern Persia during World War II",1992.0,3.89,279.0,48.0,A Persian requiem: a novel,"9780807612743 Chronicles the life of Zari, the wife of a feudal landlord, as she attempts to preserve her family amidst the turbulence of the British occupation of southern Persia during World War II",Fiction,0.0604180283844471,0.07559168338775635,0.36792463064193726,0.02792142704129219,0.06339775025844574,0.401386022567749,0.00336051220074296
9780809015566,0809015560,The Weimar Republic,Detlev J. K. Peukert,History,http://books.google.com/books/content?id=eqg4Egom2jYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Offers a political, social, and economic analysis of the Weimar Republic and explores how a politically liberal and culturally progressive advanced society could slide into fascism.",1993.0,3.82,360.0,190.0,The Weimar Republic,"9780809015566 Offers a political, social, and economic analysis of the Weimar Republic and explores how a politically liberal and culturally progressive advanced society could slide into fascism.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9401756525039673,0.11169019341468811,0.07876546680927277
9780809166589,0809166585,Love You Until...,Lisa McCourt,Religion,http://books.google.com/books/content?id=ftwAEH5r7WIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mama and Mike take turns saying that they will love each other until a fish rides a bike, the mountains go flat, and marshmallows grow on a tree.",1999.0,4.67,32.0,3.0,Love You Until...,"9780809166589 Mama and Mike take turns saying that they will love each other until a fish rides a bike, the mountains go flat, and marshmallows grow on a tree.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.11645683646202087,0.7553990483283997,0.11169019341468811,0.07876546680927277
9780810935204,0810935201,Lewis Carroll's Jabberwocky,Graeme Base,Juvenile Nonfiction,http://books.google.com/books/content?id=tyMFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lewis Carroll's classic and inventive verse comes to life in a series of ingenious dioramas, colorful three-dimensional renderings of the rhyme by the best-selling author-illustrator of Animalia and The Eleventh Hour.",1996.0,4.14,14.0,31.0,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,"9780810935204 Lewis Carroll's classic and inventive verse comes to life in a series of ingenious dioramas, colorful three-dimensional renderings of the rhyme by the best-selling author-illustrator of Animalia and The Eleventh Hour.",Children's Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.5766000747680664,0.549476683139801,0.11169019341468811,0.10505124181509018
9780810959118,0810959119,The Beatles,Simon Wells,Performing Arts,http://books.google.com/books/content?id=f_IkwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"More than four hundred rarely seen black-and-white and color photographs chronicle the career of the Beatles, from their 1963 emergence as part of the British pop music scene to their public breakup in 1970.",2005.0,4.16,744.0,97.0,The Beatles: 365 Days,"9780810959118 More than four hundred rarely seen black-and-white and color photographs chronicle the career of the Beatles, from their 1963 emergence as part of the British pop music scene to their public breakup in 1970.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.743717610836029,0.1123465821146965,0.08726419508457184
9780810987906,0810987902,The Boy Who Couldn't Die,William Sleator,Juvenile Fiction,http://books.google.com/books/content?id=72pRXx4LCb0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ken, the only child of rich, indulgent parents, finds a woman who makes him invulnerable to pain and death, but the curse makes him kill while he is dreaming. Reprint.",2005.0,3.68,161.0,1649.0,The Boy Who Couldn't Die,"9780810987906 Ken, the only child of rich, indulgent parents, finds a woman who makes him invulnerable to pain and death, but the curse makes him kill while he is dreaming. Reprint.",Children's Fiction,0.07984955608844757,0.4142041504383087,0.10820875316858292,0.04056441783905029,0.9503574967384338,0.11389998346567154,0.07876546680927277
9780811201322,0811201325,The Collected Poems of Wilfred Owen,Wilfred Owen,Poetry,http://books.google.com/books/content?id=d80bBFrpZPoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Introduced by a discussion of Owen's poetry and early life, this edition includes youthful and minor verses and the war poems based on manuscripts in the British Museum",1965.0,4.33,192.0,2996.0,The Collected Poems of Wilfred Owen,"9780811201322 Introduced by a discussion of Owen's poetry and early life, this edition includes youthful and minor verses and the war poems based on manuscripts in the British Museum",Fiction,0.003901065792888403,0.02437390200793743,0.0034825685434043407,0.1839105784893036,0.7478330135345459,0.0074767000041902065,0.02902217023074627
9780811209458,0811209458,The Blue Flowers,Raymond Queneau,Poetry,http://books.google.com/books/content?id=34EOzomSYOoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Duke d'Auge, a thirteenth century nobleman, and Cidrolin, a modern Frenchman living on a barge in the Seine, appear to exist only in each other's dreams",1985.0,4.04,232.0,974.0,The Blue Flowers,"9780811209458 Duke d'Auge, a thirteenth century nobleman, and Cidrolin, a modern Frenchman living on a barge in the Seine, appear to exist only in each other's dreams",Fiction,0.00813755951821804,0.012985632754862309,0.01946651004254818,0.005903633311390877,0.8547737002372742,0.014713120646774769,0.08401989936828613
9780811213202,081121320X,Deep River,Shūsaku Endō,Fiction,http://books.google.com/books/content?id=c4eg2MhmszAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Offers a religious vision combining Christian faith with Buddhist acceptance in the story of a group of Japanese tourists who converge at the Ganges River in India,1996.0,3.92,216.0,1478.0,Deep River,9780811213202 Offers a religious vision combining Christian faith with Buddhist acceptance in the story of a group of Japanese tourists who converge at the Ganges River in India,Fiction,0.006366773974150419,0.010917657054960728,0.002727832179516554,0.02040226012468338,0.9290674924850464,0.0019246124429628253,0.02859342284500599
9780811213462,0811213463,The Samurai,Shūsaku Endō,Fiction,http://books.google.com/books/content?id=Bb1fXVWzkt8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"One of the late Shusaku Endo's finest works, The Samurai tells of the journey of some of the first Japanese to set foot on European soil and the resulting clash of cultures and politics.",1997.0,3.95,272.0,1580.0,The Samurai: A Novel,"9780811213462 One of the late Shusaku Endo's finest works, The Samurai tells of the journey of some of the first Japanese to set foot on European soil and the resulting clash of cultures and politics.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.19231829047203064,0.7350686192512512,0.11169019341468811,0.07876546680927277
9780811828031,0811828034,The Star Wars Cookbook II,Frankie Frankeny;Wesley Martin,Cooking,http://books.google.com/books/content?id=xQqg3pbc2O8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides step-by-step instructions for creating healthy snacks, main courses, and deserts including Darth double dogs, Bubble City Salad, Boss Nass Broccoli, and Opee's sea crunch.",2000.0,3.85,60.0,198.0,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,"9780811828031 Provides step-by-step instructions for creating healthy snacks, main courses, and deserts including Darth double dogs, Bubble City Salad, Boss Nass Broccoli, and Opee's sea crunch.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9469302296638489,0.11169019341468811,0.07876546680927277
9780812036046,0812036042,"Twelfth Night, Or, What You Will",William Shakespeare,Drama,http://books.google.com/books/content?id=vWsY_MiozFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents the original text of Shakespeare's play side by side with a modern version, discusses the author and the theater of his time, and provides quizzes and other study activities.",1985.0,3.98,256.0,147.0,"Twelfth Night, Or, What You Will: Modern English Version Side-by-side with Full Original Text","9780812036046 Presents the original text of Shakespeare's play side by side with a modern version, discusses the author and the theater of his time, and provides quizzes and other study activities.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04971490427851677,0.91671222448349,0.11169019341468811,0.07876546680927277
9780812501940,0812501942,The Last Castle,Jack Vance;Robert Silverberg,Fiction,,Features Jack Vance's novel of humanity's final stand and Robert Silverberg's tale of the watcher's journey after invaders from outer space gain control of the Earth,1989.0,3.71,182.0,42.0,The Last Castle,9780812501940 Features Jack Vance's novel of humanity's final stand and Robert Silverberg's tale of the watcher's journey after invaders from outer space gain control of the Earth,Fiction,0.0068452744744718075,0.001961926929652691,0.015137523412704468,0.10746706277132034,0.8346424102783203,0.012561788782477379,0.02138395793735981
9780812509663,0812509668,The Medusa in the Shield,David G. Hartwell,Fiction,,"Includes an essay on the fiction of horror and tales of terror by such authors as Clive Barker, William Faulkner, Stephen King, Edgar Allan Poe, Joanna Russ, and Flannery O'Connor",1991.0,3.98,498.0,48.0,The Medusa in the Shield,"9780812509663 Includes an essay on the fiction of horror and tales of terror by such authors as Clive Barker, William Faulkner, Stephen King, Edgar Allan Poe, Joanna Russ, and Flannery O'Connor",Fiction,0.0009547623922117054,0.001576233422383666,0.9865412712097168,0.001202853163704276,0.005337340757250786,0.0020228982903063297,0.0023645847104489803
9780812521351,0812521358,Hart's Hope,Orson Scott Card,Fiction,http://books.google.com/books/content?id=rchTPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Palicroval the Fair spares the life of Asineth after killing her father and taking her kingdom from her, but Asineth is determined to seek revenge in spite of Palicroval's show of mercy",1988.0,3.47,261.0,32.0,Hart's Hope,"9780812521351 Palicroval the Fair spares the life of Asineth after killing her father and taking her kingdom from her, but Asineth is determined to seek revenge in spite of Palicroval's show of mercy",Fiction,0.9455723166465759,0.026789117604494095,0.0029294919222593307,0.0014550163177773356,0.01537964679300785,0.007035244721919298,0.0008391390438191593
9780812551471,0812551478,Blood of the Fold,Terry Goodkind,Fiction,http://books.google.com/books/content?id=7n8ssJ0JdXYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Richard Rahl and Kahlan Amnell must protect the New World from a savage armageddon of war, monsters, and treachery as they battle ancient forces of evil from the Old World. Reprint.",1997.0,3.99,623.0,65522.0,Blood of the Fold,"9780812551471 Richard Rahl and Kahlan Amnell must protect the New World from a savage armageddon of war, monsters, and treachery as they battle ancient forces of evil from the Old World. Reprint.",Fiction,0.7994598150253296,0.10400673747062683,0.08440210670232773,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780812552843,0812552849,The Fourth Book of Lost Swords,Fred Saberhagen,Fiction,http://books.google.com/books/content?id=B_hiWr4ykIEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Black Pearl, a mermaid, Cosmos, her treacherous lover, Prince Zoltan and Prince Mark, the evil macrowizard Wood, and a griffin-riding beauty all compete for possession of the sword, Farslayer",1990.0,3.83,252.0,1736.0,The Fourth Book of Lost Swords: Farslayer's Story,"9780812552843 Black Pearl, a mermaid, Cosmos, her treacherous lover, Prince Zoltan and Prince Mark, the evil macrowizard Wood, and a griffin-riding beauty all compete for possession of the sword, Farslayer",Fiction,0.1649402230978012,0.041213929653167725,0.4001520872116089,0.016566026955842972,0.310630738735199,0.05926923826336861,0.007227776572108269
9780812555103,0812555104,Yon Ill Wind,Piers Anthony,Fiction,http://books.google.com/books/content?id=GW_lBljFBlgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a tempestuous hurricane blows in Xanth, the Demon X(A/N)th joins forces with a vixen named Chlorine and a human family to save the land frOM the storms winds of mischief and madness. Reprint.",1997.0,3.75,340.0,3743.0,Yon Ill Wind: A Xanth Novel,"9780812555103 When a tempestuous hurricane blows in Xanth, the Demon X(A/N)th joins forces with a vixen named Chlorine and a human family to save the land frOM the storms winds of mischief and madness. Reprint.",Fiction,0.30224835872650146,0.10400673747062683,0.383558988571167,0.04056441783905029,0.9503574967384338,0.1574358493089676,0.07876546680927277
9780812555240,0812555244,A Quantum Murder,Peter F. Hamilton,Fiction,http://books.google.com/books/content?id=qoWe3SFoeX0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Professor Edward Kitchener's savage murder thrusts Psi-boosted veteran Greg Mandel into an urgent investigation that ends in a confrontation with a past that, according to Kitchener's theories, may never actually have happened. Reprint.",1998.0,3.97,375.0,3868.0,A Quantum Murder,"9780812555240 Professor Edward Kitchener's savage murder thrusts Psi-boosted veteran Greg Mandel into an urgent investigation that ends in a confrontation with a past that, according to Kitchener's theories, may never actually have happened. Reprint.",Fiction,0.8739529848098755,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780812574968,0812574966,Vale of the Vole,Piers Anthony,Fiction,http://books.google.com/books/content?id=os1f2xruiK8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Young Eskan ogrenymphhumanfinds himself teamed up with a winged centaur and a burrower named Volney on a mission of mercy to save the ""Vale of the Vole"" from destruction. Reprint.",2000.0,3.6,304.0,9074.0,Vale of the Vole,"9780812574968 Young Eskan ogrenymphhumanfinds himself teamed up with a winged centaur and a burrower named Volney on a mission of mercy to save the ""Vale of the Vole"" from destruction. Reprint.",Fiction,0.11742638796567917,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780812575606,0812575601,The Sword of Truth,Terry Goodkind,Fiction,http://books.google.com/books/content?id=helnNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As an unearthly adversary descends on an idyllic fantasy world, corrupting magic against good and slaughtering innocents, Richard Rahl stands against the forces that threaten to destroy the world.",1998.0,4.29,2480.0,4110.0,The Sword of Truth: Wizard's First Rule / Stone of Tears / Blood of the Fold,"9780812575606 As an unearthly adversary descends on an idyllic fantasy world, corrupting magic against good and slaughtering innocents, Richard Rahl stands against the forces that threaten to destroy the world.",Fiction,0.06413363665342331,0.10400673747062683,0.9672756195068359,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780812590463,0812590465,Ariadne's Web,Fred Saberhagen,Fiction,http://books.google.com/books/content?id=wqcJDrwgRj0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ariadne, the daughter of King Minos, conspires to rescue the man she loves from the gods' sacrificial altar, but this is only the beginning of their troubles as Dionysus intervenes to cause trouble. Reprint.",2001.0,3.68,432.0,169.0,Ariadne's Web,"9780812590463 Ariadne, the daughter of King Minos, conspires to rescue the man she loves from the gods' sacrificial altar, but this is only the beginning of their troubles as Dionysus intervenes to cause trouble. Reprint.",Fiction,0.08406279981136322,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9503574967384338,0.8285179138183594,0.07876546680927277
9780812694536,0812694538,Woody Allen and Philosophy,Mark T. Conard;Aeon J. Skoble,Performing Arts,http://books.google.com/books/content?id=BKIW7EeJg6AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In fifteen witty essays, fifteen philosophers answer the questions of what writer, director, actor, comedian, musician, and deep thinker Woody Allen is trying to say and why anyone should care. Original.",2004.0,3.77,250.0,282.0,Woody Allen and Philosophy: You Mean My Whole Fallacy is Wrong?,"9780812694536 In fifteen witty essays, fifteen philosophers answer the questions of what writer, director, actor, comedian, musician, and deep thinker Woody Allen is trying to say and why anyone should care. Original.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.14183136820793152,0.9368456602096558,0.11169019341468811,0.07876546680927277
9780812695458,0812695453,The Lord of the Rings and Philosophy,Gregory Bassham;Eric Bronson,Literary Criticism,http://books.google.com/books/content?id=4g4BAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Culls dozens of life lessons from the pages of J.R.R. Tolkien's epic tale, examining the author's treatment of such issues as happiness, morality, and the search for ultimate truth.",2003.0,4.28,240.0,4828.0,The Lord of the Rings and Philosophy: One Book to Rule Them All,"9780812695458 Culls dozens of life lessons from the pages of J.R.R. Tolkien's epic tale, examining the author's treatment of such issues as happiness, morality, and the search for ultimate truth.",Nonfiction,0.07387743145227432,0.10400673747062683,0.051362838596105576,0.0653151124715805,0.8763768076896667,0.11169019341468811,0.07876546680927277
9780812927634,081292763X,Random House Crossword Megaomnibus,United Feature Syndication,Games,http://books.google.com/books/content?id=CD8MAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"his new series contains crosswords slightly less taxing than those in The New York Times. Originally published by United Feature Syndicate, these crosswords have appeared in many of America's highest-circulation newspapers.",1997.0,0.0,336.0,0.0,Random House Crossword Megaomnibus,"9780812927634 his new series contains crosswords slightly less taxing than those in The New York Times. Originally published by United Feature Syndicate, these crosswords have appeared in many of America's highest-circulation newspapers.",Nonfiction,0.13236312568187714,0.10400673747062683,0.051362838596105576,0.09844785183668137,0.9089284539222717,0.2328268438577652,0.23974284529685974
9780812966183,081296618X,Islam,Karen Armstrong,Religion,http://books.google.com/books/content?id=HIJG0bB5yNQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the history of Islam, from the flight of Muhammad and the founding of the first mosques to the development of the modern Muslim state, and examines its present beliefs and practices.",2002.0,4.02,230.0,7372.0,Islam: A Short History,"9780812966183 Traces the history of Islam, from the flight of Muhammad and the founding of the first mosques to the development of the modern Muslim state, and examines its present beliefs and practices.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8547036647796631,0.11169019341468811,0.07876546680927277
9780812968378,0812968379,Funny in Farsi,Firoozeh Dumas,Biography & Autobiography,http://books.google.com/books/content?id=PNh9-d69MJ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An autobiography of growing up as an Iranian-American describes the author's family's 1971 move from Iran to Southern California, the members of her diverse family, and their struggle with culture shock.",2004.0,3.79,240.0,12072.0,Funny in Farsi: A Memoir of Growing Up Iranian in America,"9780812968378 An autobiography of growing up as an Iranian-American describes the author's family's 1971 move from Iran to Southern California, the members of her diverse family, and their struggle with culture shock.",Nonfiction,0.06413363665342331,0.10400673747062683,0.6842199563980103,0.04056441783905029,0.549476683139801,0.11169019341468811,0.26689040660858154
9780812971422,0812971426,Color,Victoria Finlay,Art,http://books.google.com/books/content?id=dnvTmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examining the physical materials that color the world, a freelance journalist explores the social, political, and cultural implications of color throughout history. Reprint. 15,000 first printing.",2004.0,3.78,464.0,59145.0,Color: A Natural History of the Palette,"9780812971422 Examining the physical materials that color the world, a freelance journalist explores the social, political, and cultural implications of color throughout history. Reprint. 15,000 first printing.",Nonfiction,0.06413363665342331,0.10400673747062683,0.07388366013765335,0.04627353325486183,0.9503574967384338,0.11169019341468811,0.2907034158706665
9780812973013,0812973011,Mountains Beyond Mountains,Tracy Kidder,Biography & Autobiography,http://books.google.com/books/content?id=XifdzgU9ilsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A portrait of infectious disease expert Dr. Paul Farmer follows the efforts of this unconventional Harvard genius to understand the world's great health, economic, and social problems and to bring healing to humankind.",2004.0,4.22,333.0,59877.0,Mountains Beyond Mountains,"9780812973013 A portrait of infectious disease expert Dr. Paul Farmer follows the efforts of this unconventional Harvard genius to understand the world's great health, economic, and social problems and to bring healing to humankind.",Nonfiction,0.06413363665342331,0.14734207093715668,0.051362838596105576,0.10916156321763992,0.8440477848052979,0.11169019341468811,0.14575499296188354
9780813025933,0813025931,Holding on to the Air,Suzanne Farrell;Toni Bentley,Biography & Autobiography,http://books.google.com/books/content?id=fGKlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The life and accomplishments of one of America's most famous ballerinas is highlighted in this monumental portrait of Suzanne Farrell, the celebrated muse to George Balanchine. (Performing Arts)",2002.0,4.07,352.0,511.0,Holding on to the Air: An Autobiography,"9780813025933 The life and accomplishments of one of America's most famous ballerinas is highlighted in this monumental portrait of Suzanne Farrell, the celebrated muse to George Balanchine. (Performing Arts)",Nonfiction,0.017967281863093376,0.05614485219120979,0.06046276167035103,0.26277607679367065,0.5874013900756836,0.06081002950668335,0.11960285156965256
9780813027050,0813027055,Winter Season,Toni Bentley,Biography & Autobiography,http://books.google.com/books/content?id=0Vk5HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents the journal of Toni Bentley's life as a dancer for the New York City Ballet, her day-to-day activities, and the emotional struggles that members of George Balanchine's troupe faced.",2003.0,3.91,168.0,406.0,Winter Season: A Dancer's Journal,"9780813027050 Presents the journal of Toni Bentley's life as a dancer for the New York City Ballet, her day-to-day activities, and the emotional struggles that members of George Balanchine's troupe faced.",Nonfiction,0.06413363665342331,0.10400673747062683,0.05389212816953659,0.04056441783905029,0.549476683139801,0.7059872150421143,0.07876546680927277
9780815411215,0815411219,George Eliot,Kathryn Hughes,Biography & Autobiography,http://books.google.com/books/content?id=6s8CR_lzCfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This intensely engaging biography examines the extraordinary life of George Eliot from her childhood, through her scandalous liaison and social exile, to her hard-won status as one of Victorian England's literary elite.",2001.0,4.03,416.0,159.0,George Eliot: The Last Victorian,"9780815411215 This intensely engaging biography examines the extraordinary life of George Eliot from her childhood, through her scandalous liaison and social exile, to her hard-won status as one of Victorian England's literary elite.",Nonfiction,0.06413363665342331,0.10400673747062683,0.20161783695220947,0.5049974918365479,0.549476683139801,0.11169019341468811,0.07876546680927277
9780815411833,0815411839,Marilyn Monroe,Donald Spoto,Biography & Autobiography,http://books.google.com/books/content?id=r2W9SGUyRmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A biography of the screen legend employs thirty-five thousand formerly sealed documents--letters, diaries, and other papers--to examine virtually every aspect of Monroe's life and death.",1993.0,4.03,752.0,1347.0,Marilyn Monroe: The Biography,"9780815411833 A biography of the screen legend employs thirty-five thousand formerly sealed documents--letters, diaries, and other papers--to examine virtually every aspect of Monroe's life and death.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8948172330856323,0.11169019341468811,0.07876546680927277
9780816736911,081673691X,You Can Never Go Home Again,Dyan Sheldon,Divorce,http://books.google.com/books/content?id=b9fDUyzHRtoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Angel and her mother move into a cottage on a cliff on Long Island, they find a ghost named BJ, who died during the '50s, already lives there. Part one of two.",1995.0,4.26,166.0,21.0,You Can Never Go Home Again,"9780816736911 When Angel and her mother move into a cottage on a cliff on Long Island, they find a ghost named BJ, who died during the '50s, already lives there. Part one of two.",Fiction,0.06413363665342331,0.10400673747062683,0.5683573484420776,0.04056441783905029,0.9294214844703674,0.11169019341468811,0.2521776854991913
9780822331131,0822331136,Photography's Other Histories,Christopher Pinney;Nicolas Peterson;Nicholas Thomas,Photography,http://books.google.com/books/content?id=ZYPdHJaE6yMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Richly illustrated with over 100 images, this volume explores the role of photography in raising historical consciousness from a variety of geographic, cultural, and historical perspectives. 128 photos.",2003.0,3.73,296.0,22.0,Photography's Other Histories,"9780822331131 Richly illustrated with over 100 images, this volume explores the role of photography in raising historical consciousness from a variety of geographic, cultural, and historical perspectives. 128 photos.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.23463426530361176,0.792426347732544,0.11169019341468811,0.1472277045249939
9780823006571,0823006573,The Classical Drawing Atelier,Juliette Aristides,Art,http://books.google.com/books/content?id=dDRQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The works of Old Masters and today's most respected realist artists are used to demonstrate and teach the principles of realist drawing and painting in this comprehensive art course for serious art students.,2006.0,4.11,160.0,3553.0,The Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,9780823006571 The works of Old Masters and today's most respected realist artists are used to demonstrate and teach the principles of realist drawing and painting in this comprehensive art course for serious art students.,Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.11611058562994003,0.8092842698097229,0.11169019341468811,0.07876546680927277
9780823410781,0823410781,A Picture Book of Anne Frank,,Juvenile Nonfiction,http://books.google.com/books/content?id=CSNxWmR9xR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the life of the young Jewish girl whose diary chronicles the years she and her family hid from the Nazis in an Amsterdam attic.,1993.0,4.17,32.0,208.0,A Picture Book of Anne Frank,9780823410781 Traces the life of the young Jewish girl whose diary chronicles the years she and her family hid from the Nazis in an Amsterdam attic.,Children's Nonfiction,0.06413363665342331,0.20297646522521973,0.6227131485939026,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780824512590,0824512596,In the Name of Jesus,Henri J. M. Nouwen,Religion,http://books.google.com/books/content?id=T9ZZOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ruminates on the problems, and possible solutions, in today's Christian leadership, offering a rethinking of how to lead, one based more firmly on divine guidance",1992.0,4.35,120.0,7501.0,In the Name of Jesus: Reflections on Christian Leadership,"9780824512590 Ruminates on the problems, and possible solutions, in today's Christian leadership, offering a rethinking of how to lead, one based more firmly on divine guidance",Nonfiction,0.00683333957567811,0.0065712109208106995,0.005461571738123894,0.004855499602854252,0.9601126313209534,0.008877079002559185,0.007288669236004353
9780824521233,0824521234,Save the Date,Jason King;Donna Freitas,Religion,http://books.google.com/books/content?id=QUMPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this funny and lighthearted book by twentysomethings Freitas and King, the authors present a positive view of dating, showing young people how dating can be a spiritual path that promotes maturity and growth.",2003.0,3.75,191.0,4.0,"Save the Date: A Spirituality of Dating, Love, Dinner, and the Divine","9780824521233 In this funny and lighthearted book by twentysomethings Freitas and King, the authors present a positive view of dating, showing young people how dating can be a spiritual path that promotes maturity and growth.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.9475569725036621,0.549476683139801,0.11169019341468811,0.07876546680927277
