isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories
9780830832941,0830832947,Courageous Faith Through the Year,Bill Hybels,Religion,http://books.google.com/books/content?id=T-lM23fB5m8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Focusing on the key aspects of Christian life--prayer, character, and wisdom--this one-year devotional shows believers how to know God more deeply and discover how he works in them.",2004.0,3.5,327.0,0.0,Courageous Faith Through the Year,"9780830832941 Focusing on the key aspects of Christian life--prayer, character, and wisdom--this one-year devotional shows believers how to know God more deeply and discover how he works in them.",Nonfiction
9780836204384,0836204387,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,Humor,http://books.google.com/books/content?id=xtiMQXCLdJEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The creator of ""Calvin and Hobbes"" discusses the art of cartooning, explains how he creates his popular comic strip, and presents his favorite moments from the series' ten years",1995.0,4.63,208.0,48868.0,The Calvin and Hobbes Tenth Anniversary Book,"9780836204384 The creator of ""Calvin and Hobbes"" discusses the art of cartooning, explains how he creates his popular comic strip, and presents his favorite moments from the series' ten years",Nonfiction
9780842332293,0842332294,Desecration,Tim F. LaHaye;Jerry B. Jenkins,Fiction,http://books.google.com/books/content?id=j-9j_26aJOYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The Tribulation Force gathers its courage as the newly-resurrected Carpathia demonstrates a fondness for gruesome killings against those who remain disloyal to him and commits the ultimate act of desecration against the Judeo-Christian community.,2002.0,4.01,432.0,21074.0,Desecration: Antichrist Takes the Throne,9780842332293 The Tribulation Force gathers its courage as the newly-resurrected Carpathia demonstrates a fondness for gruesome killings against those who remain disloyal to him and commits the ultimate act of desecration against the Judeo-Christian community.,Fiction
9780842342704,0842342702,Left behind,Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,http://books.google.com/books/content?id=xsfMpULeNOgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The first book in the author's successful ""last days"" series follows a 747 pilot as he tries to recover from the effects of ""The Rapture."" Reprint.",1998.0,3.83,342.0,181922.0,Left behind: a novel of the earth's last days,"9780842342704 The first book in the author's successful ""last days"" series follows a 747 pilot as he tries to recover from the effects of ""The Rapture."" Reprint.",Fiction
9780842356299,0842356290,Remember,Karen Kingsbury;Gary Smalley,Fiction,http://books.google.com/books/content?id=OCW3xQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ashley Baxter keeps her family and God at a distance trying to prove she can survive on her own, until the tragedy of September 11 changes her life forever.",2003.0,4.42,432.0,17714.0,Remember,"9780842356299 Ashley Baxter keeps her family and God at a distance trying to prove she can survive on her own, until the tragedy of September 11 changes her life forever.",Fiction
9780842361934,0842361936,The Rising,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,http://books.google.com/books/content?id=cZAlP8bJVI0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The countdown to Rapture begins as Marilena Carpathia unknowingly gives birth to the Antichrist, and half a world away, God's plans begin to take form in young Ray Steele.",2005.0,4.19,400.0,14261.0,The Rising: Antichrist is Born Before They Were Left Behind,"9780842361934 The countdown to Rapture begins as Marilena Carpathia unknowingly gives birth to the Antichrist, and half a world away, God's plans begin to take form in young Ray Steele.",Fiction
9780842387446,0842387447,Forgiven,Karen Kingsbury,Fiction,http://books.google.com/books/content?id=pkvZ8GmuKCYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Famed Hollywood actor Dayne Matthews struggles to deal with the shocking discoveries he has made about his past and to find the strength to forgive.,2005.0,4.41,358.0,9530.0,Forgiven,9780842387446 Famed Hollywood actor Dayne Matthews struggles to deal with the shocking discoveries he has made about his past and to find the strength to forgive.,Fiction
9780843121315,0843121319,Little Miss Birthday,Roger Hargreaves,Juvenile Fiction,http://books.google.com/books/content?id=FdcN0Drotd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Although Little Miss Birthday has a perfect record for giving people the best birthday presents, she is stumped when she must find a gift for Mr. Wrong.",2007.0,4.0,32.0,188.0,Little Miss Birthday,"9780843121315 Although Little Miss Birthday has a perfect record for giving people the best birthday presents, she is stumped when she must find a gift for Mr. Wrong.",Children's Fiction
9780843946802,0843946806,Sweet Revenge,Lynsay Sands,Fiction,http://books.google.com/books/content?id=vDK9pJQZ054C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On the way to her wedding, Kyla is kidnapped and forced to marry Galen, leader of the MacDonald clan. But what begins as an act of revenge ends in true love.",2000.0,3.98,400.0,1699.0,Sweet Revenge,"9780843946802 On the way to her wedding, Kyla is kidnapped and forced to marry Galen, leader of the MacDonald clan. But what begins as an act of revenge ends in true love.",Fiction
9780843947663,0843947667,Mischief,Douglas Clegg,Fiction,http://books.google.com/books/content?id=FiTnPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jim Hook confronts an ancient evil power when he arrives at a prestigious prep school built on the grounds of a once-prosperous, old estate in the Hudson Valley of New York. Original.",2000.0,3.49,359.0,368.0,Mischief,"9780843947663 Jim Hook confronts an ancient evil power when he arrives at a prestigious prep school built on the grounds of a once-prosperous, old estate in the Hudson Valley of New York. Original.",Fiction
9780843948103,0843948108,The Deed,Lynsay Sands,Fiction,http://books.google.com/books/content?id=MVyzor_UGHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A naïve new bride learns that there is more to a wedding night than just a sound sleep, and more to true love than she’s ever imagined.",2004.0,3.93,313.0,2937.0,The Deed,"9780843948103 A naïve new bride learns that there is more to a wedding night than just a sound sleep, and more to true love than she’s ever imagined.",Fiction
9780843949094,0843949090,Bliss,Lynsay Sands,Fiction,http://books.google.com/books/content?id=iFoKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Determined to stop their bickering, King Henry decides to force bitter enemies Lady Tiernay and Lord Holden into marriage, an unlikely union that has unexpected results and leads to newfound passion and love. Original.",2001.0,3.97,394.0,1643.0,Bliss,"9780843949094 Determined to stop their bickering, King Henry decides to force bitter enemies Lady Tiernay and Lord Holden into marriage, an unlikely union that has unexpected results and leads to newfound passion and love. Original.",Fiction
9780843951424,0843951427,The Hour Before Dark,Douglas Clegg,Fiction,http://books.google.com/books/content?id=H44iYRp13AEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The brutal slaughter of his father brings a young man back to the family home he thought he’d left forever, to confront an unspeakable evil from his past.",2003.0,3.75,370.0,1003.0,The Hour Before Dark,"9780843951424 The brutal slaughter of his father brings a young man back to the family home he thought he’d left forever, to confront an unspeakable evil from his past.",Fiction
9780843951776,084395177X,Nightmare House,Douglas Clegg,Fiction,http://books.google.com/books/content?id=nhxHPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After the tales of horror that took place in Harrow House in The Infinite and Mischief, this book takes a look back to tell the story of how the sinister house was built.",2004.0,3.36,340.0,931.0,Nightmare House,"9780843951776 After the tales of horror that took place in Harrow House in The Infinite and Mischief, this book takes a look back to tell the story of how the sinister house was built.",Fiction
9780843953244,0843953241,The Chase,Lynsay Sands,Fiction,http://books.google.com/books/content?id=xHwJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A handsome British knight travels to Scotland eager to fulfill a marriage contract, but finds the feisty temper of his stinning bride to be more than he bargained for.",2004.0,4.05,374.0,2011.0,The Chase,"9780843953244 A handsome British knight travels to Scotland eager to fulfill a marriage contract, but finds the feisty temper of his stinning bride to be more than he bargained for.",Fiction
9780843954111,0843954116,The Attraction,Douglas Clegg,Fiction,http://books.google.com/books/content?id=n6PFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The shriveled mummy in a desert roadside display looks harmless enough to the teenagers who have stopped to see it--until it comes to life. Original.,2006.0,3.63,324.0,376.0,The Attraction,9780843954111 The shriveled mummy in a desert roadside display looks harmless enough to the teenagers who have stopped to see it--until it comes to life. Original.,Fiction
9780843954524,0843954523,Blood Moon Over Bengal,Morag McKendrick Pippin,Fiction,http://books.google.com/books/content?id=bIMdDLnNSxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When headstrong Elizabeth Mainwaring flies to Bengal, India, to reunite with her estranged father, a British colonel, she finds one of his soldiers irresistible—and also a suspect in a series of brutal murders!",2004.0,3.45,337.0,20.0,Blood Moon Over Bengal,"9780843954524 When headstrong Elizabeth Mainwaring flies to Bengal, India, to reunite with her estranged father, a British colonel, she finds one of his soldiers irresistible—and also a suspect in a series of brutal murders!",Fiction
9780843955002,0843955007,Love Is Blind,Lynsay Sands,Fiction,http://books.google.com/books/content?id=7s_DAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Clumsy Clarissa Crambray has a problem--she can't see without her glasses. But when she stumbles onto a scarred yet honorable nobleman, it may be a match made in heaven. Original.",2006.0,4.0,342.0,3333.0,Love Is Blind,"9780843955002 Clumsy Clarissa Crambray has a problem--she can't see without her glasses. But when she stumbles onto a scarred yet honorable nobleman, it may be a match made in heaven. Original.",Fiction
9780843955828,0843955821,Blood Moon Over Britain,Morag McKendrick Pippin,Fiction,http://books.google.com/books/content?id=EswzeFhvF9UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Cicely Winterborne's best friend is murdered, she is caught up in a web of intrigue and espionage with only one man she CA trust: the dashing Inspector Fielding of Scotland Yard.",2005.0,3.44,323.0,17.0,Blood Moon Over Britain,"9780843955828 When Cicely Winterborne's best friend is murdered, she is caught up in a web of intrigue and espionage with only one man she CA trust: the dashing Inspector Fielding of Scotland Yard.",Fiction
9780851115191,0851115195,Salvation to the Ends of the Earth,Andreas J. Köstenberger;Peter Thomas O'Brien,Religion,http://books.google.com/books/content?id=R3fEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"(NSBT) Andreas Kstenberger and Peter O'Brien offer a comprehensive biblical theology of missions, covering the Old Testament, Second Temple Period and the New Testament. Part of the New Studies in Biblical Theology series.",2001.0,3.92,351.0,92.0,Salvation to the Ends of the Earth: A Biblical Theology of Mission,"9780851115191 (NSBT) Andreas Kstenberger and Peter O'Brien offer a comprehensive biblical theology of missions, covering the Old Testament, Second Temple Period and the New Testament. Part of the New Studies in Biblical Theology series.",Nonfiction
9780851513348,0851513344,Discovering God's Will,Sinclair B. Ferguson,Religion,http://books.google.com/books/content?id=m0MPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discovering God's Will draws out fundamental principles by which God guides us. It shows that the guidance God gives comes primarily through knowing, loving and obeying him.",1981.0,4.24,126.0,91.0,Discovering God's Will,"9780851513348 Discovering God's Will draws out fundamental principles by which God guides us. It shows that the guidance God gives comes primarily through knowing, loving and obeying him.",Nonfiction
9780851708706,0851708706,Trainspotting,Murray Smith,Performing Arts,http://books.google.com/books/content?id=na1ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this book, Murray Smith unpicks the processes that led to the enormous success of Trainspotting. He isolates the various factors that make Trainspotting such a vivid document of its time.",2002.0,4.0,96.0,68.0,Trainspotting,"9780851708706 In this book, Murray Smith unpicks the processes that led to the enormous success of Trainspotting. He isolates the various factors that make Trainspotting such a vivid document of its time.",Nonfiction
9780861366583,0861366581,"20,000 Leagues Under the Sea",Jules Verne,Sea stories,,"A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century.",1987.0,3.88,288.0,18.0,"20,000 Leagues Under the Sea","9780861366583 A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century.",Fiction
9780861711765,0861711769,Eight Mindful Steps to Happiness,Henepola Gunaratana,"Body, Mind & Spirit",http://books.google.com/books/content?id=O7zazYDh02wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The author plumbs the ""Eightfold Path"" of Buddhism for advice on how to live life with the proper attention to understanding, thinking, speech, action, livelihood, effort, mindfulness, and concentration.",2001.0,4.3,288.0,1051.0,Eight Mindful Steps to Happiness: Walking the Buddha's Path,"9780861711765 The author plumbs the ""Eightfold Path"" of Buddhism for advice on how to live life with the proper attention to understanding, thinking, speech, action, livelihood, effort, mindfulness, and concentration.",Nonfiction
9780865344921,0865344922,Corroborating Evidence,William T. Rasmussen,True Crime,http://books.google.com/books/content?id=0LReHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Rasmussen presents evidence to show, with reasonable certainty, that someone else committed the murders that have kept William Heirens--the longest-serving living inmate in the Illinois penal system--in prison for 58 years .",2005.0,3.3,234.0,10.0,Corroborating Evidence: The Black Dahlia Murder,"9780865344921 Rasmussen presents evidence to show, with reasonable certainty, that someone else committed the murders that have kept William Heirens--the longest-serving living inmate in the Illinois penal system--in prison for 58 years .",Nonfiction
9780865471184,0865471185,West with the Night,Beryl Markham,Biography & Autobiography,http://books.google.com/books/content?id=k5aXb2_Hn1EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes growing up in an Africa that no longer exists, training and breeding race horses, flying mail to Sudan, and being the first woman to fly the Atlantic, east to west",1942.0,4.19,294.0,23110.0,West with the Night,"9780865471184 Describes growing up in an Africa that no longer exists, training and breeding race horses, flying mail to Sudan, and being the first woman to fly the Atlantic, east to west",Nonfiction
9780871136794,0871136791,Cold Mountain,Charles Frazier,Fiction,http://books.google.com/books/content?id=6hkExFYAvMEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Inman, a wounded soldier, walks away from the front during the Civil War to return to his prewar sweetheart, Ada, who desperately works to revive a struggling farm",1997.0,3.85,356.0,1048.0,Cold Mountain,"9780871136794 Inman, a wounded soldier, walks away from the front during the Civil War to return to his prewar sweetheart, Ada, who desperately works to revive a struggling farm",Fiction
9780871139474,0871139472,Sherlock Holmes,Nick Rennison,Fiction,http://books.google.com/books/content?id=_yxb9u0lVMoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes the character's influence on the political events of late-nineteenth-century England, his connections to the British criminal underworld, and his investigations into some of his era's most infamous crimes.",2006.0,4.26,304.0,27.0,Sherlock Holmes: The Unauthorized Biography,"9780871139474 Describes the character's influence on the political events of late-nineteenth-century England, his connections to the British criminal underworld, and his investigations into some of his era's most infamous crimes.",Fiction
9780871401656,0871401657,Tulips and Chimneys,E. E. Cummings,Poetry,http://books.google.com/books/content?id=hbzwAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Fresh and candid, by turns earthy, tender, defiant, and romantic, Cummings's poems celebrate the uniqueness of each individual, the need to protest the dehumanizing force of organizations, and the exuberant power of love.",1996.0,4.38,208.0,1184.0,Tulips and Chimneys,"9780871401656 Fresh and candid, by turns earthy, tender, defiant, and romantic, Cummings's poems celebrate the uniqueness of each individual, the need to protest the dehumanizing force of organizations, and the exuberant power of love.",Fiction
9780872200470,0872200477,Basic Political Writings,Jean-Jacques Rousseau,Philosophy,http://books.google.com/books/content?id=l6WQhs1BJMcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'The publication of these excellent translations is a happy occasion for teachers of courses in political philosophy and the history of political theory...' - Raymon M Lemos, ""Teaching Philosophy"".",1987.0,3.87,227.0,4653.0,Basic Political Writings,"9780872200470 'The publication of these excellent translations is a happy occasion for teachers of courses in political philosophy and the history of political theory...' - Raymon M Lemos, ""Teaching Philosophy"".",Nonfiction
9780872206786,0872206785,Complete Poems and Major Prose,John Milton;Merritt Yerkes Hughes,Poetry,http://books.google.com/books/content?id=Kc28ocJWCSMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"First published by Odyssey Press in 1957, this classic edition provides Milton's poetry and major prose works, richly annotated, in a sturdy and affordable clothbound volume.",1957.0,4.18,1088.0,898.0,Complete Poems and Major Prose,"9780872206786 First published by Odyssey Press in 1957, this classic edition provides Milton's poetry and major prose works, richly annotated, in a sturdy and affordable clothbound volume.",Fiction
9780872207882,0872207889,Plato on Love,Plato;C. D. C. Reeve,Philosophy,http://books.google.com/books/content?id=ToP5nQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Plato's works on love—Symposium, Phaedrus, Lysis, and Alciabiades in their entirety, with relevant selections from Republic and Laws—with an introductory essay by C. D. C. Reeve.",2006.0,4.05,272.0,146.0,"Plato on Love: Lysis, Symposium, Phaedrus, Alcibiades, with Selections from Republic, Laws","9780872207882 Plato's works on love—Symposium, Phaedrus, Lysis, and Alciabiades in their entirety, with relevant selections from Republic and Laws—with an introductory essay by C. D. C. Reeve.",Nonfiction
9780872864757,0872864758,A Power Governments Cannot Suppress,Howard Zinn,History,http://books.google.com/books/content?id=FiGX0LEy4jMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A Power Governments Cannot Suppress is Howard Zinn’s major new collection of essays on American history, class, immigration, justice, and ordinary citizens who have made a difference.",2007.0,4.27,293.0,854.0,A Power Governments Cannot Suppress,"9780872864757 A Power Governments Cannot Suppress is Howard Zinn’s major new collection of essays on American history, class, immigration, justice, and ordinary citizens who have made a difference.",Nonfiction
9780873515122,0873515129,The St. Paul Stories of F. Scott Fitzgerald,Francis Scott Fitzgerald;Patricia Hampl,Fiction,http://books.google.com/books/content?id=ZATywAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fitzgerald's sensitivity about wealth and position--later made evident in such classics as The Great Gatsby and Tender is the Night--was bred of his St. Paul family and associations.,2004.0,3.97,328.0,93.0,The St. Paul Stories of F. Scott Fitzgerald,9780873515122 Fitzgerald's sensitivity about wealth and position--later made evident in such classics as The Great Gatsby and Tender is the Night--was bred of his St. Paul family and associations.,Fiction
9780876856833,0876856830,You Get So Alone at Times,Charles Bukowski,Fiction,http://books.google.com/books/content?id=6t3SlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Charles Bukowski examines cats and his childhood in You Get So Alone at Times, a book of poetry that reveals his tender side. He delves into his youth to analyze its repercussions.",2002.0,4.25,320.0,11737.0,You Get So Alone at Times,"9780876856833 Charles Bukowski examines cats and his childhood in You Get So Alone at Times, a book of poetry that reveals his tender side. He delves into his youth to analyze its repercussions.",Fiction
9780879237516,0879237511,"Life, a User's Manual",Georges Perec,Fiction,http://books.google.com/books/content?id=mOu_ZfwIRJkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Represents an exploration of the relationship between imagination and reality as seen through the eyes of the dying Serge Valene, an inhabitant of a large Parisian apartment block.",1987.0,4.22,581.0,4221.0,"Life, a User's Manual","9780879237516 Represents an exploration of the relationship between imagination and reality as seen through the eyes of the dying Serge Valene, an inhabitant of a large Parisian apartment block.",Fiction
9780886773489,0886773482,Phantoms,Martin Harry Greenberg;Rosalind M. Greenberg,Fiction,,"A collection of tales featuring the Phantom of the Opera, from backstage appearances at the Paris Opera to a rock tour arranged from beyond the grave",1989.0,3.38,270.0,13.0,Phantoms,"9780886773489 A collection of tales featuring the Phantom of the Opera, from backstage appearances at the Paris Opera to a rock tour arranged from beyond the grave",Fiction
9780886774004,0886774004,Arrow's Fall,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=-AWnjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Talia, Herald to the Queen of Valdemar, travels to a neighboring realm to investigate a prince's proposal to marry the Queen's heir, but discovers an evil plot to destroy Valdemar",1988.0,4.19,319.0,18945.0,Arrow's Fall,"9780886774004 Talia, Herald to the Queen of Valdemar, travels to a neighboring realm to investigate a prince's proposal to marry the Queen's heir, but discovers an evil plot to destroy Valdemar",Fiction
9780886774264,0886774268,Magic's Price,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=NUMkN-aEShEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Vanyel, the powerful Herald-Mage, stands alone in the battle against the evil forces threatening the once-peaceful kingdom of Valdemar, accompanied only by his companion, Yfandes",1990.0,4.27,351.0,18397.0,Magic's Price,"9780886774264 Vanyel, the powerful Herald-Mage, stands alone in the battle against the evil forces threatening the once-peaceful kingdom of Valdemar, accompanied only by his companion, Yfandes",Fiction
9780886774448,0886774446,The Madness Season,C. S. Friedman,Fiction,http://books.google.com/books/content?id=eFajDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Daetrin finds he must resist the Tyr, an alien race with a unified gestalt mind that has subjugated humankind, and fight the alien force within himself",1990.0,4.05,495.0,2428.0,The Madness Season,"9780886774448 Daetrin finds he must resist the Tyr, an alien race with a unified gestalt mind that has subjugated humankind, and fight the alien force within himself",Fiction
9780886776503,0886776503,Fire in the Sky,Jo Clayton,Fiction,http://books.google.com/books/content?id=UV_5R7K4fewC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Emerging from her centuries-long imprisonment inside an alien artifact, Shadith learns that she has developed an empathic musical skill, and is called upon to delegate a mission with a musically communicating alien race. Original.",1995.0,3.87,352.0,61.0,Fire in the Sky,"9780886776503 Emerging from her centuries-long imprisonment inside an alien artifact, Shadith learns that she has developed an empathic musical skill, and is called upon to delegate a mission with a musically communicating alien race. Original.",Fiction
9780886777203,0886777208,Sword of Ice and Other Tales of Valdemar,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=IfzPAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mickey Zucker Reichert, Tanya Huff, Michelle Sagara, and others present seventeen original tales set in the popular fantasy universe of Valdemar, home of the Heralds and their mysterious horse-like Companions. Original.",1997.0,3.84,350.0,3740.0,Sword of Ice and Other Tales of Valdemar,"9780886777203 Mickey Zucker Reichert, Tanya Huff, Michelle Sagara, and others present seventeen original tales set in the popular fantasy universe of Valdemar, home of the Heralds and their mysterious horse-like Companions. Original.",Fiction
9780886777739,0886777739,Oathblood,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=xPG6jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of ten short stories and a novella which looks at the relationship of Tarma and Kethry, two ex-mercenary swordsisters who run the schools in Haven",1998.0,4.05,394.0,9575.0,Oathblood,"9780886777739 A collection of ten short stories and a novella which looks at the relationship of Tarma and Kethry, two ex-mercenary swordsisters who run the schools in Haven",Fiction
9780886778873,0886778875,New Amazons,Margaret Weis,Fiction,http://books.google.com/books/content?id=0WDqnB8ZuasC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Offers a collection of fantastical and suspenseful tales about heroic women by such notable authors as Jo Clayton, Nancy Springer, Gary Braunbeck, Jane Lindskold, and Kevin T. Stein. Original.",2000.0,3.55,336.0,47.0,New Amazons,"9780886778873 Offers a collection of fantastical and suspenseful tales about heroic women by such notable authors as Jo Clayton, Nancy Springer, Gary Braunbeck, Jane Lindskold, and Kevin T. Stein. Original.",Fiction
9780887847448,0887847447,Feeding the Future,Andrew Heintzman;Evan Solomon,Social Science,http://books.google.com/books/content?id=sJsI8-wxDf0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Outlines practical solutions to global food supply problems in the twenty-first century, suggesting relevant ways to address key issues related to food safety, conservation, global trade, and more. Original.",2006.0,3.5,336.0,2.0,"Feeding the Future: From Fat to Famine, How to Solve the World's Food Crises","9780887847448 Outlines practical solutions to global food supply problems in the twenty-first century, suggesting relevant ways to address key issues related to food safety, conservation, global trade, and more. Original.",Nonfiction
9780891906797,0891906797,The Great Gatsby,F. Scott Fitzgerald,Fiction,http://books.google.com/books/content?id=MXuJwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tells the story of a young man, newly rich, who tries to recapture the past and win back his former love, despite the fact that she has married",1925.0,3.91,182.0,151.0,The Great Gatsby,"9780891906797 Tells the story of a young man, newly rich, who tries to recapture the past and win back his former love, despite the fact that she has married",Fiction
9780895260475,0895260476,The Politically Incorrect Guide To American History,"Thomas E. Woods, Jr.",History,http://books.google.com/books/content?id=ltSIOnW6XLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Looks at American history with an irreverant and hard-hitting look at the nation's important people and events, concluding that the American Revolution was fought by conservatives and the First Amendment accepted state-sponsored churches.",2004.0,4.02,270.0,1547.0,The Politically Incorrect Guide To American History,"9780895260475 Looks at American history with an irreverant and hard-hitting look at the nation's important people and events, concluding that the American Revolution was fought by conservatives and the First Amendment accepted state-sponsored churches.",Nonfiction
9780896214408,0896214400,Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,,"Andy Dufresne was no ordinary ""lifer."" He was in Shankshaw State Prison for two murders he didn't commit. His posters kept him sane by giving him hope.",1982.0,4.52,181.0,15409.0,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,"9780896214408 Andy Dufresne was no ordinary ""lifer."" He was in Shankshaw State Prison for two murders he didn't commit. His posters kept him sane by giving him hope.",Fiction
9780896892026,0896892026,200 Quilt Blocks to Mix & Match,Davina Thomas,Crafts & Hobbies,http://books.google.com/books/content?id=jnRQuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Discover the beauty and ease of mixing and matching in this easy-to-follow guide that contains 200 simple quilt blocks that open the door to a variety of contemporary and traditional designs. 200 photos.,2005.0,4.09,128.0,5.0,200 Quilt Blocks to Mix & Match,9780896892026 Discover the beauty and ease of mixing and matching in this easy-to-follow guide that contains 200 simple quilt blocks that open the door to a variety of contemporary and traditional designs. 200 photos.,Nonfiction
9780915811236,0915811235,Secret of the Peaceful Warrior,Dan Millman,Juvenile Fiction,http://books.google.com/books/content?id=QulFqHcTmBsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"An old man named Socrates shows Danny that the best way of dealing with a bully is the way of the peaceful warrior, through courage and love.",1991.0,4.18,32.0,152.0,Secret of the Peaceful Warrior,"9780915811236 An old man named Socrates shows Danny that the best way of dealing with a bully is the way of the peaceful warrior, through courage and love.",Children's Fiction
9780918273826,091827382X,Through the Arc of the Rain Forest,Karen Tei Yamashita,Fiction,http://books.google.com/books/content?id=Pf92tcixPqMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A wealthy Japanese man, a Brazilian healer, a couple who raise homing pigeons, a pilgrim, and an American businessman find their lives altered by their encounter with the rain forest",1990.0,3.91,212.0,119.0,Through the Arc of the Rain Forest: A Novel,"9780918273826 A wealthy Japanese man, a Brazilian healer, a couple who raise homing pigeons, a pilgrim, and an American businessman find their lives altered by their encounter with the rain forest",Fiction
9780933121263,0933121261,Black Man of the Nile and His Family,Yosef Ben-Jochannan,History,http://books.google.com/books/content?id=6EK3Bs1h1FUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In a masterful and unique manner, Dr. Ben uses Black Man of the Nile to challenge and expose ""Europeanized"" African history. Order Black Man of the Nile here.",1989.0,4.56,442.0,175.0,Black Man of the Nile and His Family,"9780933121263 In a masterful and unique manner, Dr. Ben uses Black Man of the Nile to challenge and expose ""Europeanized"" African history. Order Black Man of the Nile here.",Nonfiction
9780936197449,0936197447,"Yes, Your Teen Is Crazy!",Michael J. Bradley,Family & Relationships,http://books.google.com/books/content?id=51wMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A survival guide for parents helps beleagured adults navigate their childrens' teen years, with advice on how to turn adolescents into strong, confident, productive adults.",2002.0,4.3,332.0,759.0,"Yes, Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind","9780936197449 A survival guide for parents helps beleagured adults navigate their childrens' teen years, with advice on how to turn adolescents into strong, confident, productive adults.",Nonfiction
